CCBASIC,CCUGPROF,HIGHDEG,CCSIZSET,CONTROL,CURROPER,INSTNM,INSTURL
-2,-2,1,-2,3,1,Long Island Nail Skin & Hair Institute,www.longislandnailskinandhairinstitute.edu
-2,-2,1,-2,3,1,Southern California Health Institute,www.sochi.edu
-2,-2,1,-2,3,1,Best Care College,bestcarecollege.edu
-2,-2,1,-2,3,1,First Class Cosmetology School,firstclasscosmetologyschool.com
29,11,4,6,3,1,Millennia Atlantic University,www.maufl.edu
-2,-2,1,-2,3,1,Abcott Institute,www.abcott.edu
-2,-2,1,-2,3,1,The Salon Professional Academy-Kenosha,kenoshatspa.com/
-2,-2,1,-2,3,1,Paul Mitchell the School-Indianapolis,paulmitchell.edu/indianapolis/
-2,-2,1,-2,3,1,Taylor Andrews Academy-St George,www.taylorandrewstgeorge.com
-2,-2,1,-2,3,1,Protege Academy,www.protegeacademy.com
10,3,2,1,3,1,Colorado Academy of Veterinary Technology,www.cavt.edu
-2,-2,1,-2,3,1,Northeast Technical Institute,www.ntinow.edu
-2,-2,1,-2,3,1,Elite School of Cosmetology,www.eliteschoolofcosmetology.com
-2,-2,1,-2,3,1,Paul Mitchell the School-Las Vegas,paulmitchell.edu/lasvegas
-2,-2,1,-2,3,1,Summit Salon Academy-Kokomo,kokomobeautyschool.com
-2,-2,1,-2,3,1,Florida Academy,www.florida-academy.edu
32,0,4,18,2,1,Institute for Doctoral Studies in the Visual Arts,www.idsva.edu
-2,-2,1,-2,3,1,State Career College,www.statecareercollege.edu
-2,-2,1,-2,3,1,Academy for Salon Professionals,www.academyla.com/
-2,-2,1,-2,3,1,Paul Mitchell the School-Spokane,paulmitchell.edu/spokane/
-2,-2,1,-2,3,0,J Renee College,www.JRenee.edu
-2,-2,1,-2,3,0,National Personal Training Institute of Colorado,www.personaltraininginstitute.edu
-2,-2,1,-2,3,0,National Personal Training Institute of Colorado,www.personaltraininginstitute.edu
-2,-2,1,-2,3,1,International College of Beauty Arts & Sciences,www.icbas.edu/
-2,-2,1,-2,3,1,The Salon Professional Academy-Shorewood,www.thesalonprofessionalacademy.com/
22,13,4,8,2,1,John Paul the Great Catholic University,https://jpcatholic.edu/
-2,-2,4,-2,1,1,University of Connecticut-Hartford Campus,hartford.uconn.edu/
-2,-2,0,-2,2,1,Ottawa University-Surprise,www.ottawa.edu/ouaz/home/
19,10,4,12,2,1,Independence University,www.independence.edu
23,5,3,6,3,1,National American University-Tulsa,www.national.edu/locations/campuses/tulsa/
23,5,3,6,3,1,National American University-Centennial,www.national.edu/locations/campuses/centennial/
23,5,3,6,3,1,National American University-Colorado Springs South,www.national.edu/locations/campuses/colorado-springs-south/
26,5,3,6,3,1,Chamberlain University-Missouri,https://www.chamberlain.edu/
26,5,3,6,3,1,Chamberlain University-Texas,https://www.chamberlain.edu/
-2,-2,1,-2,3,1,Continental School of Beauty Culture-Mattydale,continentalschoolofbeauty.edu
10,2,2,1,3,1,Carrington College-Pomona,https://carrington.edu/
-2,-2,1,-2,3,1,Paul Mitchell the School-Columbia,paulmitchell.edu/columbia
-2,-2,1,-2,3,1,Paul Mitchell the School-Charleston,paulmitchell.edu/charleston
-2,-2,1,-2,3,1,Kenneth Shuler School of Cosmetology-Greenville,kennethshuler.com
26,7,4,6,3,0,South University-Novi,"www.southuniversity.edu/novi#location=Novi,%20MI"
-2,-2,1,-2,3,1,Northwest College-Eugene,www.nwcollege.edu
-2,-2,1,-2,3,1,Northwest College-Tualatin,www.nwcollege.edu
-2,-2,1,-2,3,0,Trend Setters' Academy of Beauty Culture-Louisville,www.trendsettersabc.com
-2,-2,1,-2,2,1,CET-Soledad,https://cetweb.edu
-2,-2,1,-2,3,1,United Education Institute-UEI College San Marcos,www.uei.edu
-2,-2,1,-2,3,1,Vanguard College of Cosmetology-Metairie,paulmitchell.edu/metairie
-2,-2,1,-2,3,1,United Education Institute-Anaheim,www.uei.edu
-2,-2,1,-2,3,1,New England Tractor Trailer Training School of Massachusetts,www.nettts.com
-2,-2,1,-2,3,0,Cortiva Institute-Las Vegas,www.steinered.com/
-2,-2,1,-2,3,0,Cortiva Institute-Tempe,www.steinered.com/
-2,-2,1,-2,3,0,Cortiva Institute-Phoenix,www.steinered.com/
-2,-2,1,-2,3,0,Cortiva Institute-Westminster,www.steinered.com/
-2,-2,1,-2,3,0,Cortiva Institute-Aurora,www.steinered.com/
26,10,3,6,2,1,Dewey University-Manati,dewey.edu
-2,-2,1,-2,3,0,Cortiva Institute-York,www.steinered.com/
10,10,1,6,3,1,Allen School-Phoenix,www.allenschool.edu
-2,-2,1,-2,2,1,Oklahoma Technical College,www.oklahomatechnicalcollege.com/
-2,-2,1,-2,3,1,Midwest Technical Institute-Moline,www.midwesttech.edu
-2,-2,1,-2,3,1,Unitech Training Academy-Alexandria,www.unitechtrainingacademy.com
-2,-2,1,-2,3,1,Unitech Training Academy-Lake Charles,www.unitechtrainingacademy.com
-2,-2,1,-2,3,1,Aveda Institute-Los Angeles,nurturavedainstitutes.com/los-angeles/
-2,-2,1,-2,3,1,UEI College-Riverside,www.uei.edu
-2,-2,2,-2,3,1,WellSpring School of Allied Health-Lawrence,www.wellspring.edu
-2,-2,1,-2,3,1,Manuel and Theresa's School of Hair Design-Victoria,www.manuelandtheresasschoolofhair.com/
-2,-2,1,-2,3,1,Tricoci University of Beauty Culture-Chicago NE,www.tricociuniversity.edu
20,5,4,9,2,1,Los Angeles Pacific University,https://www.lapu.edu
26,10,3,6,2,1,CollegeAmerica-Phoenix,www.collegeamerica.edu
26,10,3,6,2,1,Stevens-Henager College,www.stevenshenager.edu/
-2,-2,1,-2,3,1,Avalon School of Cosmetology-Phoenix,avalon.edu/locations/phoenix-az/
-2,-2,1,-2,3,1,Avalon School of Cosmetology-Layton,avalon.edu/locations/layton-ut/
10,4,2,1,3,1,All-State Career School-Allied Health Campus,www.allstatecareer.edu
-2,-2,1,-2,3,1,Aveda Institute-Des Moines,avedainstitutedesmoines.com/
-2,-2,1,-2,3,1,Fortis Institute-Lawrenceville,fortis.edu
32,5,4,9,2,1,Relay Graduate School of Education,www.relay.edu
10,3,2,1,3,1,Platt College-Miller-Motte Technical-Macon,www.miller-motte.edu
-2,-2,1,-2,3,0,International Culinary Center-California,www.internationalculinarycenter.com
26,5,4,12,3,1,South University-Savannah Online,www.southuniversity.edu/online#location=Online%20Programs
10,4,2,1,3,1,Fortis College-Montgomery,www.fortis.edu
22,5,3,6,2,1,Whitworth University-Adult Degree Programs,https://www.whitworth.edu/Index.aspx
31,0,4,18,2,1,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,www.collegesoflaw.edu
32,0,4,6,2,1,Springfield College-School of Professional and Continuing Studies,www.springfield.edu/school-of-professional-and-continuing-studies
-2,-2,1,-2,3,1,Marian Health Careers Center-Van Nuys Campus,www.mariancollege.edu
-2,-2,1,-2,3,1,Milan Institute-Las Vegas,www.milaninstitute.edu
24,5,4,6,2,1,Catholic Distance University,https://www.cdu.edu
-2,-2,1,-2,3,1,New York School of Esthetics & Day Spa,www.newyorkschoolofesthetics.com
-2,-2,1,-2,3,1,Panache Academy of Beauty,panacheacademyofbeauty.com
10,1,2,1,2,1,Finger Lakes Health College of Nursing,www.flhcon.edu
-2,-2,1,-2,3,1,ASI Career Institute,ASI.edu
-2,-2,1,-2,3,1,Midwest Technical Institute-Ridgeland,deltatechnicalcollege.com/
-2,-2,1,-2,3,1,Christine Valmy International School of Esthetics & Cosmetology,www.christinevalmy.com
10,3,2,1,2,1,City College-Hollywood,https://www.citycollege.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Arlington,paulmitchell.edu/arlington
26,0,4,18,3,1,Rocky Mountain University of Health Professions,https://rm.edu
30,0,4,18,3,1,Christie's Education,www.christies.edu
-2,-2,1,-2,3,1,Palmetto Beauty School,www.palmettocosmo.com
-2,-2,1,-2,3,1,Paul Mitchell the School-Fort Myers,paulmitchell.edu/fortmyers
-2,-2,1,-2,3,1,Paul Mitchell the School-Raleigh,paulmitchell.edu/raleigh
1,3,2,2,1,1,Stella and Charles Guttman Community College,www.guttman.cuny.edu/
-2,-2,1,-2,3,1,Lil Lou's Beauty and Barber College LLC,www.lillousbeautyandbarbercollege.com
24,5,4,6,2,1,Criswell College,www.criswell.edu
30,8,3,6,3,1,Beverly Hills Design Institute,www.bhdi.edu
-2,-2,1,-2,3,1,Reflections Academy of Beauty,www.reflectionsacademyofbeauty.com
-2,-2,1,-2,3,1,UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,www.ucastx.com
26,5,3,6,3,1,Bryant & Stratton College-Akron,https://www.bryantstratton.edu
-2,-2,1,-2,2,1,Annenberg School of Nursing,www.asn.edu
10,4,2,1,3,1,American Medical Academy,WWW.AMA.EDU
-2,-2,1,-2,1,1,Tooele Technical College,www.tooeletech.edu
26,5,3,6,3,1,Chamberlain University-Georgia,https://www.chamberlain.edu/
26,5,3,6,3,1,Chamberlain University-Indiana,https://www.chamberlain.edu/
10,0,2,1,3,1,Carrington College-Mesquite,https://carrington.edu/
12,1,2,1,3,1,Sessions College for Professional Design,https://www.sessions.edu
-2,-2,1,-2,3,1,Tulsa Welding School-Jacksonville,https://www.weldingschool.com
-2,-2,1,-2,3,1,Empire Beauty School-Virginia Beach,www.empire.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Morgantown,www.rosseducation.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Ogden,paulmitchell.edu/ogden
-2,-2,1,-2,3,0,Cortiva Institute-Dallas,www.texasmassagetherapy.com
-2,-2,1,-2,3,1,Miami Ad School-New York,www.miamiadschool.com
-2,-2,1,-2,3,1,Larry's Barber College,www.larrysbarbercollege.com
-2,-2,1,-2,3,1,Futura Career Institute,www.futuracareerinstitute.net
-2,-2,1,-2,3,1,Flair Beauty College,flairbeautycollege.com/
-2,-2,1,-2,3,1,Vogue College of Cosmetology-San Antonio Fredericksburg,vogue.edu
-2,-2,1,-2,3,1,Vogue College of Cosmetology,vogue.edu
-2,-2,1,-2,3,1,Tomorrow's Image Barber And Beauty Academy of Virginia,www.tomorrowsimage.com
-2,-2,1,-2,3,1,College of International Esthetics Inc,www.cieskincarecollege.com
-2,-2,1,-2,3,1,Medical Allied Career Center,www.medicalallied.edu
24,10,3,8,2,1,Bais HaMedrash and Mesivta of Baltimore,www.bhmb.edu
-2,-2,1,-2,3,1,Barber & Beauty Institute of New York,www.bbiny.edu/#
-2,-2,1,-2,3,1,Salon Institute-Toledo Campus,www.saloninstitute.edu
-2,-2,1,-2,3,1,Curve Metric School of Hair Design,curvemetric.com
-2,-2,1,-2,3,1,Athena Career Academy,www.athenacareers.edu
24,11,3,8,2,1,Yeshiva Gedolah Zichron Leyma,https://yeshivagedolahzichronleyma.com
-2,-2,1,-2,3,1,The Barber School,www.thebarberschool.com
24,10,3,6,2,1,Be'er Yaakov Talmudic Seminary,byts.edu
-2,-2,1,-2,3,1,Rio Grande Valley College,www.rgvcollege.edu/
-2,-2,1,-2,3,1,Alexander Academy,www.alexanderacademy.com
-2,-2,1,-2,3,1,Aveda Institute-Tucson,www.avedainstitutetucson.com
-2,-2,1,-2,3,1,Ambiance Beauty & Barber Academy Inc,www.ambiancebeautyandbarberacademy.com
-2,-2,1,-2,3,1,Diamond Beauty College,www.diamondbeauty.edu
-2,-2,1,-2,3,1,Unitek College,www.unitekcollege.edu
-2,-2,1,-2,3,1,University Academy of Hair Design,www.uahairdesign.com
-2,-2,1,-2,3,1,Florida Institute of Recording Sound and Technology,www.first.edu
-2,-2,1,-2,3,1,New Dimensions Beauty Academy Inc,https://www.newdimensionsbeauty.com
-2,-2,1,-2,3,1,Paul Mitchell the School-Reno,paulmitchell.edu/reno
-2,-2,1,-2,3,1,Boise Barber College,boisebarbercollege.com
-2,-2,1,-2,3,1,Austin Kade Academy,www.austinkade.com
-2,-2,1,-2,3,1,Aesthetic Science Institute,www.aestheticscienceinstitute.edu
-2,-2,1,-2,3,1,Elaine Sterling Institute,www.elainesterling.com
-2,-2,1,-2,3,1,Wade Gordon Hairdressing Academy,www.wadegordonacademy.com
-2,-2,1,-2,3,1,Mitsu Sato Hair Academy,www.mitsusatohairacademy.com
-2,-2,1,-2,3,0,SAE Institute of Technology-Los Angeles,usa.sae.edu
-2,-2,1,-2,3,1,Florida Vocational Institute,www.fvi.edu
11,4,2,1,3,1,SAE Institute of Technology-Atlanta,www.usa.sae.edu
-2,-2,1,-2,3,1,Academy di Firenze,www.academydifirenze.com
-2,-2,1,-2,3,1,SAE Institute of Technology-Miami,usa.sae.edu/campuses/miami/
18,5,4,12,1,1,Colorado State University-Global Campus,https://csuglobal.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Overland Park,paulmitchell.edu/overlandpark
-2,-2,1,-2,3,1,Medspa Academies,www.nima.edu/
-2,-2,1,-2,3,1,Brighton Institute of Cosmetology,www.brightoninstitute.net
26,11,4,6,3,1,West Coast University-Dallas,westcoastuniversity.edu/
14,10,3,6,2,1,Stevens-Henager College,www.stevenshenager.edu/locations/st-george
23,5,3,6,3,1,National American University-Bellevue,www.national.edu/locations/campuses/bellevue/
23,5,3,6,3,1,National American University-Mesquite,www.national.edu/locations/campuses/mesquite/
-2,-2,1,-2,3,1,Empire Beauty School-Savannah,www.empire.edu
-2,-2,1,-2,3,1,Ogle School Hair Skin Nails-Denton,www.ogleschool.edu
-2,-2,1,-2,3,1,Empire Beauty School-West Greensboro,www.empire.edu
23,10,3,6,2,1,California College San Diego,www.cc-sd.edu
-2,-2,1,-2,3,1,Jolie Hair and Beauty Academy-Northfield,www.jolieacademy.com
-2,-2,1,-2,3,1,Hays Academy of Hair Design,haysacademy.com
-2,-2,1,-2,3,1,Bellus Academy,www.bellusacademy.edu
-2,-2,1,-2,3,0,Cortiva Institute-Seattle,www.cortiva.com
-2,-2,1,-2,3,1,MotoRing Technical Training Institute,mtti.edu
12,4,1,1,3,1,Columbia College,www.ccdc.edu
-2,-2,1,-2,3,1,Unitek College,www.unitekcollege.edu
18,5,4,12,1,1,Pennsylvania State University-World Campus,worldcampus.psu.edu/
-2,-2,1,-2,3,1,Medical Career Institute,www.mcinj.edu
-2,-2,1,-2,3,1,Advance Beauty Techs Academy,www.abt.edu/
-2,-2,1,-2,3,1,Montage Academy,montage.academy
-2,-2,1,-2,3,1,Brand College,brandcollege.edu
-2,-2,1,-2,3,1,Hinton Barber and Beauty College,hintonbarberbeauty.com
-2,-2,1,-2,3,1,Advanced Career Institute,www.advanced.edu
-2,-2,1,-2,3,1,Digital Film Academy,www.digitalfilmacademy.edu
-2,-2,1,-2,3,1,MyComputerCareer.edu-Raleigh,www.mycomputercareer.edu
22,5,4,6,1,1,Purdue University Global-Augusta,https://www.purdueglobal.edu/campus-locations/augusta-maine/
22,7,4,6,3,1,South University-Austin,"www.southuniversity.edu/austin#location=Austin,%20TX"
26,7,4,6,3,0,South University-Cleveland,"www.southuniversity.edu/cleveland#location=Cleveland,%20OH"
23,7,3,12,3,1,Bryant & Stratton College-Online,https://www.bryantstratton.edu
-2,-2,1,-2,3,1,Ogle School Hair Skin Nails-San Antonio,www.ogleschool.edu
22,5,4,6,2,1,Elizabethtown College School of Continuing and Professional Studies,www.etowndegrees.com/
-2,-2,1,-2,3,1,Ideal Beauty Academy,idealbeautyacademy.net
-2,-2,1,-2,3,1,Minnesota School of Cosmetology-Plymouth Campus,www.msccollege.edu
7,3,2,2,2,1,Mercyhurst University-North East Campus,northeast.mercyhurst.edu/
22,11,4,6,2,1,Warner Pacific University Professional and Graduate Studies,www.warnerpacific.edu/
23,11,3,6,3,1,Platt College-Riverside,www.plattcollege.edu
-2,-2,1,-2,3,1,Empire Beauty School-Glen Burnie,www.empire.edu
-2,-2,1,-2,3,1,International School of Cosmetology-Toni & Guy Hairdressing Academy,https://www.toniguy.edu/
-2,-2,1,-2,3,1,United Education Institute-UEI College Stockton,www.uei.edu
24,5,4,6,2,1,Shiloh University,www.shilohuniversity.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Dayton,www.rosseducation.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Ontario,www.rosseducation.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Bowling Green,www.rosseducation.edu
18,5,4,9,2,1,Florida Institute of Technology-Online,www.fit.edu
14,7,3,6,3,1,Rasmussen College-Kansas,rasmussen.edu
-2,-2,1,-2,3,1,Columbia Institute,www.ccdc.edu
-2,-2,1,-2,2,1,School of Missionary Aviation Technology,www.smat.edu
-2,-2,1,-2,3,1,Ace Cosmetology and Barber Training Center,acecosmetologybarbertraining.com
29,11,4,6,3,1,California Miramar University,www.calmu.edu
25,0,4,18,3,1,Rocky Vista University,www.rvu.edu
-2,-2,1,-2,3,1,The College of Health Care Professions-Dallas,www.chcp.edu/
10,4,2,2,3,1,The College of Health Care Professions-Fort Worth,www.chcp.edu
-2,-2,1,-2,3,1,Shear Finesse Hairstyling Academy,www.shearfinessehairacademy.com
-2,-2,1,-2,3,1,Miami Media School,https://beonair.com/
-2,-2,1,-2,3,1,Academy of Salon Professionals,www.academyofsalonprofessionals.com/
-2,-2,1,-2,3,1,CyberTex Institute of Technology,cybertex.edu
-2,-2,1,-2,3,1,New England Tractor Trailer Training School of CT-Bridgeport,www.nettts.com
30,15,3,6,3,1,Gemini School of Visual Arts & Communication,Geminischool.com
-2,-2,1,-2,3,1,Designer Barber & Stylist School,designercollege.net
-2,-2,1,-2,3,1,Paul Mitchell the School-Woodbridge,paulmitchell.edu/woodbridge
33,3,2,1,1,1,College of the Muscogee Nation,cmn.edu
-2,-2,1,-2,3,1,The Salon Professional Academy-Huntsville,www.huntsvilletspa.com
26,13,4,6,2,1,Midwives College of Utah,www.midwifery.edu/
-2,-2,1,-2,3,1,Aspen Beauty Academy of Laurel,www.aspenlaurel.com
-2,-2,1,-2,3,1,M T Training Center,mttrainingcenter.org
-2,-2,1,-2,1,1,Berks Career & Technology Center,www.berkscareer.com
32,0,4,18,2,1,Future Generations University,www.future.edu
-2,-2,1,-2,1,1,Carthage R9 School District-Carthage Technical Center,ctc.carthagetigers.org/
24,5,4,6,2,1,Grace Mission University,www.gm.edu
-2,-2,1,-2,3,1,PCCTI IT and Healthcare,www.vervecollege.edu
30,0,4,18,3,1,Sotheby's Institute of Art-NY,www.sothebysinstitute.com/Programmes/PNewyork.aspx
-2,-2,1,-2,3,1,Top Nails & Hair Beauty School,www.topbeautyschoolutah.com
-2,-2,1,-2,3,1,Santa Ana Beauty College,www.savcusa.com
-2,-2,1,-2,2,1,Shepherds College,www.shepherdscollege.edu
-2,-2,1,-2,3,1,Woodruff Medical Training and Testing,www.woodruffmedical.edu
12,4,2,1,2,1,Helms College,www.helms.edu
-2,-2,0,-2,1,1,Ukiah Adult School,adultschool.uusd.net
-2,-2,1,-2,1,1,Riverside County Office of Education-School of Career Education,www.riversidesce.org
-2,-2,1,-2,3,1,Institute of Health Sciences,www.IOHS.org
24,11,3,8,2,1,Mid-South Christian College,www.midsouthchristian.edu
-2,-2,1,-2,3,1,New York Institute of Beauty,www.nyib.edu
10,4,2,1,3,1,Ultrasound Medical Institute,www.nriinstitute.edu
-2,-2,1,-2,3,1,Xavier College School of Nursing,www.xavier-college.com
-2,-2,1,-2,3,1,Lawrence & Company College of Cosmetology,www.lawrenceandco.net
-2,-2,1,-2,3,1,Kaizen Beauty Academy,www.kba.edu
-2,-2,1,-2,3,1,Sharp Edgez Barber Institute,www.sharpedgez.com
-2,-2,1,-2,3,1,The Salon Professional Academy-Nashville,www.NashvilleBeautySchool.com
-2,-2,1,-2,3,1,Prestige Health & Beauty Sciences Academy,phabsa.com
-2,-2,1,-2,3,1,California Career Institute,www.calinstitute.edu/
-2,-2,1,-2,3,1,Cosmo Factory Cosmetology Academy,www.thecosmofactory.com
24,5,4,6,2,1,Grace School of Theology,www.gsot.edu
24,10,3,8,2,1,Yeshiva Gedolah Kesser Torah,https://yeshivagedolahkessertorah.com
-2,-2,1,-2,3,1,Universal Training Institute,www.universaluti.edu
24,10,3,8,2,1,Yeshiva Yesodei Hatorah,yeshivayesodeihatorahlakewood.com
-2,-2,1,-2,3,1,Rizzieri Institute,www.rizzierischoolofmassage.com
-2,-2,1,-2,3,1,Bonnie Joseph Academy of Cosmetology & Barbering,bonniejosephacademy.com
-2,-2,1,-2,3,1,Healthcare Training Institute,healthcaretraininginstitutenola.net
-2,-2,1,-2,3,1,W Academy of Salon and Spa,w-academy.com
-2,-2,1,-2,3,1,Boca Beauty Academy,www.bocabeautyacademy.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Jersey Shore,jersey-shore.paulmitchell.edu
-2,-2,1,-2,3,1,City Pointe Beauty Academy,www.citypointebeauty.com
-2,-2,1,-2,3,1,The Chrysm Insitute of Esthetics,www.chrysm.org
26,0,4,18,2,1,Sanford Burnham Prebys Medical Discovery Institute,www.sbpdiscovery.org/graduateschool
-2,-2,1,-2,3,0,National Personal Training Institute of Columbus,www.nptiohio.edu
-2,-2,1,-2,3,1,Belle Academy of Cosmetology,www.belleacademy.com
-2,-2,1,-2,3,1,Empire Beauty School-Augusta,www.empire.edu
22,11,4,6,3,1,South University-High Point,"www.southuniversity.edu/high-point#location=High%20Point,%20NC"
-2,-2,1,-2,3,1,Empire Beauty School-Vernon Hills,www.empire.edu
-2,-2,1,-2,3,1,Empire Beauty School-Stone Park,www.empire.edu
-2,-2,1,-2,3,1,Empire Beauty School-Rochester,www.empire.edu
10,4,2,1,3,1,Ross Medical Education Center-Kokomo,www.rosseducation.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Erlanger,www.rosseducation.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Charleston,www.rosseducation.edu
-2,-2,1,-2,3,0,Cortiva Institute-Houston,www.texasmassagetherapy.com
-2,-2,1,-2,3,1,InterCoast Colleges-Fairfield,www.intercoast.edu/
-2,-2,1,-2,3,1,Southern Careers Institute-San Antonio,www.scitexas.edu
-2,-2,1,-2,3,1,Milan Institute-Merced,www.milaninstitute.edu
-2,-2,1,-2,3,1,Midwest Technical Institute-Springfield,midwesttech.edu
-2,-2,1,-2,3,0,Finger Lakes School of Massage,teachingmassage.com/
17,11,4,12,1,1,Augusta University,www.augusta.edu
22,7,4,13,1,1,Middle Georgia State University,https://www.mga.edu/
-2,-2,1,-2,3,1,Trenz Beauty Academy,www.trenzbeautyacademy.com
-2,-2,1,-2,3,1,Paul Mitchell the School-Denver,paulmitchell.edu/denver
-2,-2,1,-2,2,1,Academy of Interactive Entertainment,https://www.aie.edu
-2,-2,1,-2,3,1,Arrojo Cosmetology School,www.arrojocosmetology.com
-2,-2,1,-2,3,1,Cosmetology Academy of Texarkana,cosmetologyacademyoftexarkana.com
24,5,4,6,2,1,Veritas Baptist College,www.vbc.edu
-2,-2,1,-2,3,1,Lynnes Welding Training,learntoweld.com
-2,-2,1,-2,3,1,Aviation Institute of Maintenance-Las Vegas,www.aviationmaintenance.edu
-2,-2,1,-2,3,1,UEI College-Bakersfield,www.uei.edu
23,5,3,6,3,1,National American University-Georgetown,www.national.edu/locations/campuses/georgetown/
29,5,3,6,3,1,National American University-Richardson,www.national.edu/locations/campuses/richardson/
23,5,3,6,3,0,National American University-Rochester,www.national.edu/locations/campuses/rochester/
23,5,3,6,3,1,National American University-Indianapolis,www.national.edu/locations/campuses/indianapolis/
29,7,4,9,3,1,DeVry College of New York,https://www.devry.edu
19,5,4,6,3,1,DeVry University-Arizona,https://www.devry.edu
